acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
21691,CHARLES E. WOLNIZER,Q5081344,CHARLES OFFICER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),UNARMED VERSES,32
21691,CHARLES E. WOLNIZER,Q5081344,CHARLES OFFICER,THEY FOUND A CAVE; WAXWORKS,AKILLA'S ESCAPE,34
21691,CHARLES E. WOLNIZER,Q5083137,CHARLES VILLIERS,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),WHOSE WAS THE HAND?,48
21691,CHARLES E. WOLNIZER,Q5083137,CHARLES VILLIERS,THEY FOUND A CAVE; WAXWORKS,WHOSE WAS THE HAND?,59
21691,CHARLES E. WOLNIZER,Q2959860,CHARLES MOSNIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),MAX AND THE MAID,38
21691,CHARLES E. WOLNIZER,Q2959860,CHARLES MOSNIER,THEY FOUND A CAVE; WAXWORKS,LA TOURNEE DU PERCEPTEUR,36
21691,CHARLES E. WOLNIZER,Q5081243,CHARLES NEWTON,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),LORD LOVELAND DISCOVERS AMERICA,33
21691,CHARLES E. WOLNIZER,Q5081243,CHARLES NEWTON,THEY FOUND A CAVE; WAXWORKS,LORD LOVELAND DISCOVERS AMERICA,32
21691,CHARLES E. WOLNIZER,Q15069851,CHARLES E. WHITTAKER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE LAW OF THE LAND,44
21691,CHARLES E. WOLNIZER,Q15069851,CHARLES E. WHITTAKER,THEY FOUND A CAVE; WAXWORKS,THE BOND BOY,37
21691,CHARLES E. WOLNIZER,Q30127827,CHARLES J. WILSON,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),BEYOND THE SHADOWS,37
21691,CHARLES E. WOLNIZER,Q30127827,CHARLES J. WILSON,THEY FOUND A CAVE; WAXWORKS,HELL'S END,44
21691,CHARLES E. WOLNIZER,Q2959009,CHARLES ELDRIDGE,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE BIRTH OF A SOUL,40
21691,CHARLES E. WOLNIZER,Q2959009,CHARLES ELDRIDGE,THEY FOUND A CAVE; WAXWORKS,THE BIRTH OF A SOUL,44
21691,CHARLES E. WOLNIZER,Q15454331,CHARLES LE MOYNE,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),BRASS COMMANDMENTS,30
21691,CHARLES E. WOLNIZER,Q15454331,CHARLES LE MOYNE,THEY FOUND A CAVE; WAXWORKS,BRASS COMMANDMENTS,36
21691,CHARLES E. WOLNIZER,Q2960348,CHARLES TUTELIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),BELGIUM MARTYRDOM,11
21691,CHARLES E. WOLNIZER,Q2960348,CHARLES TUTELIER,THEY FOUND A CAVE; WAXWORKS,BELGIUM MARTYRDOM,9
21691,CHARLES E. WOLNIZER,Q2960106,CHARLES REISNER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),LOVE IN THE ROUGH,42
21691,CHARLES E. WOLNIZER,Q2960106,CHARLES REISNER,THEY FOUND A CAVE; WAXWORKS,LOVE IN THE ROUGH,47
21691,CHARLES E. WOLNIZER,Q953753,CHARLES WALTERS,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE BELLE OF NEW YORK,46
21691,CHARLES E. WOLNIZER,Q953753,CHARLES WALTERS,THEY FOUND A CAVE; WAXWORKS,THE BELLE OF NEW YORK,47
21691,CHARLES E. WOLNIZER,Q2080114,CHARLES WINNINGER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),A LADY TAKES A CHANCE,46
21691,CHARLES E. WOLNIZER,Q2080114,CHARLES WINNINGER,THEY FOUND A CAVE; WAXWORKS,FATHER IS A BACHELOR,48
21691,CHARLES E. WOLNIZER,Q2958987,CHARLES E. ROBERTS,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),CORRUPTION,26
21691,CHARLES E. WOLNIZER,Q2958987,CHARLES E. ROBERTS,THEY FOUND A CAVE; WAXWORKS,ROARING ROADS,21
21691,CHARLES E. WOLNIZER,Q5076813,CHARLES DELANEY,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE BRANDED MAN,43
21691,CHARLES E. WOLNIZER,Q5076813,CHARLES DELANEY,THEY FOUND A CAVE; WAXWORKS,THE BRANDED MAN,34
21691,CHARLES E. WOLNIZER,Q18346370,CHARLES R. ROGERS,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE LAND BEYOND THE LAW,41
21691,CHARLES E. WOLNIZER,Q18346370,CHARLES R. ROGERS,THEY FOUND A CAVE; WAXWORKS,SONG OF THE EAGLE,47
21691,CHARLES E. WOLNIZER,Q2959637,CHARLES LEMONTIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),LA CONTESSA DI CASTIGLIONE,45
21691,CHARLES E. WOLNIZER,Q2959637,CHARLES LEMONTIER,THEY FOUND A CAVE; WAXWORKS,THE FATTED CALF,44
21691,CHARLES E. WOLNIZER,Q5081111,CHARLES MORTIMER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE TRIUMPH OF SHERLOCK HOLMES,24
21691,CHARLES E. WOLNIZER,Q5081111,CHARLES MORTIMER,THEY FOUND A CAVE; WAXWORKS,THE TRIUMPH OF SHERLOCK HOLMES,29
21691,CHARLES E. WOLNIZER,Q5081360,CHARLES OLIVER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),MIDNIGHT AT MADAME TUSSAUD'S,34
21691,CHARLES E. WOLNIZER,Q5081360,CHARLES OLIVER,THEY FOUND A CAVE; WAXWORKS,MIDNIGHT AT MADAME TUSSAUD'S,33
21691,CHARLES E. WOLNIZER,Q2249707,CHARLES CHEVALIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),ORAGE,10
21691,CHARLES E. WOLNIZER,Q2249707,CHARLES CHEVALIER,THEY FOUND A CAVE; WAXWORKS,ORAGE,13
21691,CHARLES E. WOLNIZER,Q5077092,CHARLES E. FORD,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),BILLY THE KID RETURNS,39
21691,CHARLES E. WOLNIZER,Q5077092,CHARLES E. FORD,THEY FOUND A CAVE; WAXWORKS,"COME ON, RANGERS",44
21691,CHARLES E. WOLNIZER,Q5077164,CHARLES E. ROBERTS,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE MEXICAN SPITFIRE'S BABY,38
21691,CHARLES E. WOLNIZER,Q5077164,CHARLES E. ROBERTS,THEY FOUND A CAVE; WAXWORKS,THE MEXICAN SPITFIRE'S BABY,34
21691,CHARLES E. WOLNIZER,Q1064099,CHARLES DENNER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE MAN WHO LOVED WOMEN,47
21691,CHARLES E. WOLNIZER,Q1064099,CHARLES DENNER,THEY FOUND A CAVE; WAXWORKS,THE MAN WHO LOVED WOMEN,49
21691,CHARLES E. WOLNIZER,Q70309,CHARLES REGNIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE CHAPLAIN OF SAN LORENZO,41
21691,CHARLES E. WOLNIZER,Q70309,CHARLES REGNIER,THEY FOUND A CAVE; WAXWORKS,THE SECRET WAYS,49
21691,CHARLES E. WOLNIZER,Q5078081,CHARLES GOLDNER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),FLAME AND THE FLESH,44
21691,CHARLES E. WOLNIZER,Q5078081,CHARLES GOLDNER,THEY FOUND A CAVE; WAXWORKS,THE ROCKING HORSE WINNER,44
21691,CHARLES E. WOLNIZER,Q2959918,CHARLES NOLTE,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),UNDER TEN FLAGS,39
21691,CHARLES E. WOLNIZER,Q2959918,CHARLES NOLTE,THEY FOUND A CAVE; WAXWORKS,TEN SECONDS TO HELL,44
21691,CHARLES E. WOLNIZER,Q16886244,CHARLES TYNER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE MOONSHINE WAR,42
21691,CHARLES E. WOLNIZER,Q16886244,CHARLES TYNER,THEY FOUND A CAVE; WAXWORKS,THE OUTLAW JOSEY WALES,46
21691,CHARLES E. WOLNIZER,Q21418849,CHARLES KEANE,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),NAKED YOUTH,34
21691,CHARLES E. WOLNIZER,Q21418849,CHARLES KEANE,THEY FOUND A CAVE; WAXWORKS,NAKED YOUTH,32
21691,CHARLES E. WOLNIZER,Q1064334,CHARLES F. WHEELER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE WAR BETWEEN MEN AND WOMEN,49
21691,CHARLES E. WOLNIZER,Q1064334,CHARLES F. WHEELER,THEY FOUND A CAVE; WAXWORKS,THE WAR BETWEEN MEN AND WOMEN,44
21691,CHARLES E. WOLNIZER,Q29838156,CHARLENE POLITE,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),QUELLA CAROGNA DELL'ISPETTORE STERLING,24
21691,CHARLES E. WOLNIZER,Q29838156,CHARLENE POLITE,THEY FOUND A CAVE; WAXWORKS,FRAME UP,24
21691,CHARLES E. WOLNIZER,Q431356,CHARLES NAPIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),MARRIED TO THE MOB,44
21691,CHARLES E. WOLNIZER,Q431356,CHARLES NAPIER,THEY FOUND A CAVE; WAXWORKS,THE CABLE GUY,46
21691,CHARLES E. WOLNIZER,Q107613802,CHARLES ELSESSER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE WITNESSES,24
21691,CHARLES E. WOLNIZER,Q107613802,CHARLES ELSESSER,THEY FOUND A CAVE; WAXWORKS,LOS TESTIGOS,32
21691,CHARLES E. WOLNIZER,Q16025724,CHARLES FOURNIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE WISE GUYS,33
21691,CHARLES E. WOLNIZER,Q16025724,CHARLES FOURNIER,THEY FOUND A CAVE; WAXWORKS,THE WISE GUYS,41
21691,CHARLES E. WOLNIZER,Q1043323,CARLOS DE OLIVEIRA,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),UMA ABELHA NA CHUVA,25
21691,CHARLES E. WOLNIZER,Q1043323,CARLOS DE OLIVEIRA,THEY FOUND A CAVE; WAXWORKS,UMA ABELHA NA CHUVA,31
21691,CHARLES E. WOLNIZER,Q15293167,LEWIS CHARLES,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE 'HUMAN' FACTOR,31
21691,CHARLES E. WOLNIZER,Q15293167,LEWIS CHARLES,THEY FOUND A CAVE; WAXWORKS,THE 'HUMAN' FACTOR,38
21691,CHARLES E. WOLNIZER,Q5082435,CHARLES SELLIER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE ANNIHILATORS,31
21691,CHARLES E. WOLNIZER,Q5082435,CHARLES SELLIER,THEY FOUND A CAVE; WAXWORKS,BEYOND AND BACK,34
21691,CHARLES E. WOLNIZER,Q2960460,CHARLES WINKLER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE DARK BACKWARD,38
21691,CHARLES E. WOLNIZER,Q2960460,CHARLES WINKLER,THEY FOUND A CAVE; WAXWORKS,THE DARK BACKWARD,33
21691,CHARLES E. WOLNIZER,Q2676164,CHARLES WALKER,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),"WAKE UP, RON BURGUNDY: THE LOST MOVIE",31
21691,CHARLES E. WOLNIZER,Q2676164,CHARLES WALKER,THEY FOUND A CAVE; WAXWORKS,NO WAY OUT,39
21691,CHARLES E. WOLNIZER,Q5371541,EMILE CHARLES,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),THE FRUIT MACHINE,34
21691,CHARLES E. WOLNIZER,Q5371541,EMILE CHARLES,THEY FOUND A CAVE; WAXWORKS,THE FRUIT MACHINE,33
21691,CHARLES E. WOLNIZER,Q5081233,CHARLES NEWIRTH,THEY FOUND A CAVE; WAXWORKS (CAPTIONED),ANT-MAN AND THE WASP,54
21691,CHARLES E. WOLNIZER,Q5081233,CHARLES NEWIRTH,THEY FOUND A CAVE; WAXWORKS,ANT-MAN AND THE WASP,48
