acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
16178,MARGRET TURNER,Q1523434,MAURICE TOURNEUR,LACROSSE; LACROSSE,LE PATRIOTE,50
16178,MARGRET TURNER,Q6760044,MARGARET YARDE,LACROSSE; LACROSSE,A CIGARETTE-MAKER'S ROMANCE,32
16178,MARGRET TURNER,Q6759977,MARGARET TURNBULL,LACROSSE; LACROSSE,THE VICTORIA CROSS,46
16178,MARGRET TURNER,Q285514,MARGARET SANGER,LACROSSE; LACROSSE,BIRTH CONTROL,27
16178,MARGRET TURNER,Q463348,MARGARET TURNBULL,LACROSSE; LACROSSE,LA BATAILLE,36
16178,MARGRET TURNER,Q5326131,EARL TURNER,LACROSSE; LACROSSE,THE OLD CODE,41
16178,MARGRET TURNER,Q6735345,MAIDEL TURNER,LACROSSE; LACROSSE,GEORGE WHITE'S 1935 SCANDALS,27
16178,MARGRET TURNER,Q6759991,MARGARET VYNER,LACROSSE; LACROSSE,THE CAVALIER OF THE STREETS,36
16178,MARGRET TURNER,Q1895464,MARGRIT WINTER,LACROSSE; LACROSSE,MARIE-LOUISE,55
16178,MARGRET TURNER,Q542812,GEORGE TURNER,LACROSSE; LACROSSE,THE WELL-GROOMED BRIDE,26
16178,MARGRET TURNER,Q78400,MARGOT TROOGER,LACROSSE; LACROSSE,LA GRANDE SAUTERELLE,38
16178,MARGRET TURNER,Q119555,MARGRIT RAINER,LACROSSE; LACROSSE,THE CHEESE FACTORY IN THE HAMLET,33
16178,MARGRET TURNER,Q1895034,MARGARETE TAUDTE,LACROSSE; LACROSSE,THOMAS MUNTZER - EIN FILM DEUTSCHER GESCHICHTE,20
16178,MARGRET TURNER,Q20853582,MICHAEL TURNER,LACROSSE; LACROSSE,OTHELLO,17
16178,MARGRET TURNER,Q3290526,MARGARET TRUDEAU,LACROSSE; LACROSSE,KINGS AND DESPERATE MEN,30
16178,MARGRET TURNER,Q27355598,MARGRIT STRASSBURGER,LACROSSE; LACROSSE,MEINE FRAU INGE UND MEINE FRAU SCHMIDT,18
16178,MARGRET TURNER,Q5606370,GREG TURNER,LACROSSE; LACROSSE,RAW NERVE,31
16178,MARGRET TURNER,Q7350500,ROBERT TURNER,LACROSSE; LACROSSE,DIGGER,9
16178,MARGRET TURNER,Q17537133,MARGRET VOLKER,LACROSSE; LACROSSE,NOVALIS - DIE BLAUE BLUME,35
16178,MARGRET TURNER,Q6759765,MARGARET NAGLE,LACROSSE; LACROSSE,THE GOOD LIE,28
16178,MARGRET TURNER,Q807672,BARBARA TURNER,LACROSSE; LACROSSE,POLLOCK,17
16178,MARGRET TURNER,Q3758555,GARY TURNER,LACROSSE; LACROSSE,CARRINGTON,22
16178,MARGRET TURNER,Q72881598,MARTIN TURNER,LACROSSE; LACROSSE,DREAMCATCHERS (TAPE 2),27
16178,MARGRET TURNER,Q242206,BREE TURNER,LACROSSE; LACROSSE,SHE'S ALL THAT,39
16178,MARGRET TURNER,Q1372443,MICHAEL TURNER,LACROSSE; LACROSSE,HARD CORE LOGO,39
16178,MARGRET TURNER,Q2796723,MARTIN TURNER,LACROSSE; LACROSSE,CHARLES II: THE POWER AND THE PASSION,26
16178,MARGRET TURNER,Q3372012,MARGARETA STONE,LACROSSE; LACROSSE,MAN SOM HATAR KVINNOR,26
16178,MARGRET TURNER,Q4717916,ALEX TURNER,LACROSSE; LACROSSE,RED SANDS,15
16178,MARGRET TURNER,Q3430022,MARGARETA WINBERG,LACROSSE; LACROSSE,THE GENDER WAR,32
16178,MARGRET TURNER,Q7416,MARGARET THATCHER,LACROSSE; LACROSSE,BLESSED BY FIRE,44
16178,MARGRET TURNER,Q23020559,GABE TURNER,LACROSSE; LACROSSE,THE CLASS OF '92,31
16178,MARGRET TURNER,Q449392,KARRI TURNER,LACROSSE; LACROSSE,GET SMART,15
16178,MARGRET TURNER,Q315643,ALEX TURNER,LACROSSE; LACROSSE,SUBMARINE,23
16178,MARGRET TURNER,Q5523915,GARRETT LERNER,LACROSSE; LACROSSE,REPO MEN,16
16178,MARGRET TURNER,Q505722,MIKE TURNER,LACROSSE; LACROSSE,THE INVISIBLE WAR,29
16178,MARGRET TURNER,Q6152857,JANE TURNER,LACROSSE; LACROSSE,KATH & KIMDERELLA,12
16178,MARGRET TURNER,Q924080,MARTA TORNE,LACROSSE; LACROSSE,"!AY, MI MADRE!",29
16178,MARGRET TURNER,Q77912395,LAURENT TURNER,LACROSSE; LACROSSE,LE DERNIER VOYAGE,29
16178,MARGRET TURNER,Q53870779,MORGAN TURNER,LACROSSE; LACROSSE,JUMANJI: WELCOME TO THE JUNGLE,30
16178,MARGRET TURNER,Q5210668,DALE TURNER,LACROSSE; LACROSSE,WEEDS,9
16178,MARGRET TURNER,Q62715763,MARGARET RILEY,LACROSSE; LACROSSE,BOMBSHELL,15
16178,MARGRET TURNER,Q56434717,GRETA THUNBERG,LACROSSE; LACROSSE,AUFSCHREI DER JUGEND,38
