acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
76937,DAVID VASSER,Q2107349,DAVID LAROSE,HONG KONG ; SINGAPORE,DIEUX DU STADE: MAKING OF THE 2015 CALENDAR,26
76937,DAVID VASSER,Q373989,DAVID PAYMER,HONG KONG ; SINGAPORE,STATE AND MAIN,42
76937,DAVID VASSER,Q3018364,DAVID MARSAIS,HONG KONG ; SINGAPORE,EPOUSE-MOI MON POTE,32
76937,DAVID VASSER,Q3703280,DAVID OLIVER,HONG KONG ; SINGAPORE,THE HORROR SHOW,41
76937,DAVID VASSER,Q359463,DAVID MANNERS,HONG KONG ; SINGAPORE,TORCH SINGER,39
76937,DAVID VASSER,Q9162,DAVID OLIVER,HONG KONG ; SINGAPORE,SPY BLOWHOLE,32
76937,DAVID VASSER,Q937852,DAVID ROSE,HONG KONG ; SINGAPORE,WINGED VICTORY,36
76937,DAVID VASSER,Q108704138,DAVID EVANS,HONG KONG ; SINGAPORE,I'LL TURN TO YOU,23
76937,DAVID VASSER,Q347958,DAVID STERN,HONG KONG ; SINGAPORE,THE IMPORTANCE OF BEING EARNEST,40
76937,DAVID VASSER,Q5235898,DAVID KEIR,HONG KONG ; SINGAPORE,DUE MOGLI SONO TROPPE,30
76937,DAVID VASSER,Q498840,DAVID JANSSEN,HONG KONG ; SINGAPORE,THE SQUARE JUNGLE,39
76937,DAVID VASSER,Q738838,THAYER DAVID,HONG KONG ; SINGAPORE,THE AMAZING SPIDER-MAN,44
76937,DAVID VASSER,Q965392,DAVID VINAS,HONG KONG ; SINGAPORE,P4R+ OPERACION WALSH,26
76937,DAVID VASSER,Q5239207,DAVID ROSE,HONG KONG ; SINGAPORE,THE HOUSE OF THE SEVEN HAWKS,34
76937,DAVID VASSER,Q363271,DAVID WARNER,HONG KONG ; SINGAPORE,WING COMMANDER,36
76937,DAVID VASSER,Q5240780,DAVID WALKER,HONG KONG ; SINGAPORE,AMANITA PESTILENS,22
76937,DAVID VASSER,Q5239625,DAVID SECTER,HONG KONG ; SINGAPORE,THE OFFERING,32
76937,DAVID VASSER,Q5235864,DAVID KARR,HONG KONG ; SINGAPORE,THE MONEY TRAP,36
76937,DAVID VASSER,Q5236328,DAVID LANE,HONG KONG ; SINGAPORE,THUNDERBIRD 6,25
76937,DAVID VASSER,Q3018464,DAVID MOESSINGER,HONG KONG ; SINGAPORE,THE CAPER OF THE GOLDEN BULLS,21
76937,DAVID VASSER,Q951726,DAVID ESSEX,HONG KONG ; SINGAPORE,SMASHING TIME,38
76937,DAVID VASSER,Q5239737,DAVID SHERWIN,HONG KONG ; SINGAPORE,"SUNDAY, BLOODY SUNDAY",31
76937,DAVID VASSER,Q432639,DAVID KARP,HONG KONG ; SINGAPORE,SOL MADRID,21
76937,DAVID VASSER,Q5234767,DAVID HART,HONG KONG ; SINGAPORE,THE OTHER PEOPLE,23
76937,DAVID VASSER,Q5240799,DAVID WALLER,HONG KONG ; SINGAPORE,WORK IS A FOUR-LETTER WORD,22
76937,DAVID VASSER,Q15734533,DAVID MAYSLES,HONG KONG ; SINGAPORE,CHRISTO IN PARIS,40
76937,DAVID VASSER,Q3018248,DAVID LANDER,HONG KONG ; SINGAPORE,SCARY MOVIE,33
76937,DAVID VASSER,Q890204,DAVID HESS,HONG KONG ; SINGAPORE,CAMPING DEL TERRORE,37
76937,DAVID VASSER,Q1176593,DAVID SELTZER,HONG KONG ; SINGAPORE,"KING, QUEEN, KNAVE",40
76937,DAVID VASSER,Q77112,DAVID FOSTER,HONG KONG ; SINGAPORE,RUNNING SCARED,48
76937,DAVID VASSER,Q5239658,DAVID SHABER,HONG KONG ; SINGAPORE,THE WARRIORS,32
76937,DAVID VASSER,Q5234793,DAVID HASKELL,HONG KONG ; SINGAPORE,GODSPELL,30
76937,DAVID VASSER,Q201927,DAVID HASSELHOFF,HONG KONG ; SINGAPORE,DANCING NINJA,44
76937,DAVID VASSER,Q5240076,DAVID STERNE,HONG KONG ; SINGAPORE,SINBAD AND THE EYE OF THE TIGER,28
76937,DAVID VASSER,Q5238454,DAVID PAULSEN,HONG KONG ; SINGAPORE,"A CHI TOCCA, TOCCA...!",28
76937,DAVID VASSER,Q2557362,DAVID FISHER,HONG KONG ; SINGAPORE,INVASION OF THE BODY SNATCHERS,41
76937,DAVID VASSER,Q729572,DAVID RASCHE,HONG KONG ; SINGAPORE,MADE IN HEAVEN,42
76937,DAVID VASSER,Q1174503,DAVID GALE,HONG KONG ; SINGAPORE,RE-ANIMATOR,40
76937,DAVID VASSER,Q3017940,DAVID GARDNER,HONG KONG ; SINGAPORE,THE GOOD MOTHER,18
76937,DAVID VASSER,Q3018820,DAVID STERN,HONG KONG ; SINGAPORE,FROM MAO TO MOZART: ISAAC STERN IN CHINA,31
76937,DAVID VASSER,Q497375,DAVID RABE,HONG KONG ; SINGAPORE,CASUALTIES OF WAR,22
76937,DAVID VASSER,Q11774379,DAVID MATASEK,HONG KONG ; SINGAPORE,HOW POETS ARE LOSING THEIR ILLUSIONS,47
76937,DAVID VASSER,Q56550298,DAVID FISHER,HONG KONG ; SINGAPORE,LIAR'S MOON,27
76937,DAVID VASSER,Q1174676,DAVID HARE,HONG KONG ; SINGAPORE,THE DESIGNATED MOURNER,34
76937,DAVID VASSER,Q1174507,DAVID GALE,HONG KONG ; SINGAPORE,RE-ANIMATOR,40
76937,DAVID VASSER,Q5238384,DAVID PARKER,HONG KONG ; SINGAPORE,THE BIG STEAL,31
76937,DAVID VASSER,Q1175381,DAVID M. EVANS,HONG KONG ; SINGAPORE,NATIONAL LAMPOON'S BARELY LEGAL,32
76937,DAVID VASSER,Q5236324,DAVID LANDSBERG,HONG KONG ; SINGAPORE,DUTCH TREAT,27
76937,DAVID VASSER,Q1176945,DAVID VALDES,HONG KONG ; SINGAPORE,THE STARS FELL ON HENRIETTA,35
76937,DAVID VASSER,Q972585,DAVID SEIDLER,HONG KONG ; SINGAPORE,DANCING IN THE DARK,42
76937,DAVID VASSER,Q1174690,DAVID HAUSS,HONG KONG ; SINGAPORE,LA QUEUE DE LA COMETE,25
76937,DAVID VASSER,Q22277673,DAVID EISNER,HONG KONG ; SINGAPORE,A NEW LIFE,14
76937,DAVID VASSER,Q11774418,DAVID VAVRA,HONG KONG ; SINGAPORE,"A HOOF HERE, A HOOF THERE",33
76937,DAVID VASSER,Q5238344,DAVID PACKER,HONG KONG ; SINGAPORE,THE RUNNIN' KIND,29
76937,DAVID VASSER,Q5239745,DAVID SHINER,HONG KONG ; SINGAPORE,SILENT TONGUE,25
