acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
78792,SCOTT ROSENFELT,Q106375930,ROBERT SCOTT,MYSTIC PIZZA,"THE LIFE STORY OF JOHN LEE, OR THE MAN THEY COULD NOT HANG",12
78792,SCOTT ROSENFELT,Q106375930,ROBERT SCOTT,EXTREMITIES,"THE LIFE STORY OF JOHN LEE, OR THE MAN THEY COULD NOT HANG",18
78792,SCOTT ROSENFELT,Q7047200,NOEL SCOTT,MYSTIC PIZZA,DER FASCHINGSKONIG,20
78792,SCOTT ROSENFELT,Q7047200,NOEL SCOTT,EXTREMITIES,THE JOKER,30
78792,SCOTT ROSENFELT,Q106375904,ROBERT SCOTT,MYSTIC PIZZA,THE VIDEO DEAD,15
78792,SCOTT ROSENFELT,Q106375904,ROBERT SCOTT,EXTREMITIES,THE VIDEO DEAD,40
78792,SCOTT ROSENFELT,Q16739247,RENATA SCOTT,MYSTIC PIZZA,LOVE STINKS,26
78792,SCOTT ROSENFELT,Q16739247,RENATA SCOTT,EXTREMITIES,LOVE STINKS,36
78792,SCOTT ROSENFELT,Q3476302,SCOTT ROSENBERG,MYSTIC PIZZA,SPIDER-MAN,36
78792,SCOTT ROSENFELT,Q3476302,SCOTT ROSENBERG,EXTREMITIES,HIGH FIDELITY,33
78792,SCOTT ROSENFELT,Q7436659,SCOTT LAROSE,MYSTIC PIZZA,THE BLAIR BITCH PROJECT,23
78792,SCOTT ROSENFELT,Q7436659,SCOTT LAROSE,EXTREMITIES,THE BLAIR BITCH PROJECT,24
78792,SCOTT ROSENFELT,Q3246786,RUSSELL SCOTT,MYSTIC PIZZA,TALES FROM BEYOND,14
78792,SCOTT ROSENFELT,Q3246786,RUSSELL SCOTT,EXTREMITIES,TALES FROM BEYOND,29
78792,SCOTT ROSENFELT,Q944636,SCOTT ROCKENFIELD,MYSTIC PIZZA,ALBINO FARM,9
78792,SCOTT ROSENFELT,Q944636,SCOTT ROCKENFIELD,EXTREMITIES,ALBINO FARM,18
78792,SCOTT ROSENFELT,Q109332208,BRENT SCOTT,MYSTIC PIZZA,GRAPHIC SEXUAL HORROR,24
78792,SCOTT ROSENFELT,Q109332208,BRENT SCOTT,EXTREMITIES,GRAPHIC SEXUAL HORROR,12
78792,SCOTT ROSENFELT,Q3476299,SCOTT ROSENBAUM,MYSTIC PIZZA,THE PERFECT AGE OF ROCK 'N' ROLL,10
78792,SCOTT ROSENFELT,Q3476299,SCOTT ROSENBAUM,EXTREMITIES,THE PERFECT AGE OF ROCK 'N' ROLL,20
78792,SCOTT ROSENFELT,Q7436019,SCOTT BOSWELL,MYSTIC PIZZA,THE STRANGER IN US,20
78792,SCOTT ROSENFELT,Q7436019,SCOTT BOSWELL,EXTREMITIES,THE STRANGER IN US,41
