acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
79868,RAYMOND STEINER,Q195691,AMANDLA STENBERG,THE CUP,THE HUNGER GAMES,43
79868,RAYMOND STEINER,Q3418301,RALPH STEINER,THE CUP,THE CITY,67
79868,RAYMOND STEINER,Q1334617,RAYMOND SCOTT,THE CUP,THE PUSHER,59
79868,RAYMOND STEINER,Q1338138,RONALD SHINER,THE CUP,THE BIG BLOCKADE,43
79868,RAYMOND STEINER,Q7299167,RAYMOND STROSS,THE CUP,THE FOX,57
79868,RAYMOND STEINER,Q3421191,RAYMOND VINCY,THE CUP,COEUR DE COQ,42
79868,RAYMOND STEINER,Q273215,ROD STEIGER,THE CUP,THE CHOSEN,59
79868,RAYMOND STEINER,Q27903123,RAYMOND SEGARD,THE CUP,AVALANCHE,38
79868,RAYMOND STEINER,Q3441559,RONALD STEIN,THE CUP,THE SHE-CREATURE,52
79868,RAYMOND STEINER,Q979738,FRED STEINER,THE CUP,RUN FOR THE SUN,45
79868,RAYMOND STEINER,Q3421273,RAYMONDE VATTIER,THE CUP,RENE THE CANE,50
79868,RAYMOND STEINER,Q1701816,JOHN STEINER,THE CUP,THE COMMANDER,50
79868,RAYMOND STEINER,Q6189781,ROLAND STERNER,THE CUP,STOCKHOLMSSOMMAR,17
79868,RAYMOND STEINER,Q3421144,RAYMOND SERRA,THE CUP,THE PURPLE ROSE OF CAIRO,45
79868,RAYMOND STEINER,Q4761347,ANDY STEIN,THE CUP,THUNDER AND LIGHTNING,29
79868,RAYMOND STEINER,Q22110553,SUSAN RAYMOND,THE CUP,THE POLICE TAPES,52
79868,RAYMOND STEINER,Q75730689,NORMAN STEINBERG,THE CUP,"YES, GIORGIO",22
79868,RAYMOND STEINER,Q18027471,ROLAND STEINER,THE CUP,WHAT WE REMEMBER,17
79868,RAYMOND STEINER,Q7299188,RAYMOND TO,THE CUP,HU-DU-MEN,50
79868,RAYMOND STEINER,Q3483094,SID RAYMOND,THE CUP,TWO MUCH,40
79868,RAYMOND STEINER,Q1424086,RAYMOND THIRY,THE CUP,THE CONDUCTOR,60
79868,RAYMOND STEINER,Q27975657,RAYMOND STOREY,THE CUP,BUTTERBOX BABIES,26
79868,RAYMOND STEINER,Q98070707,RAYMOND STERNER,THE CUP,THE CUP,100
79868,RAYMOND STEINER,Q16885863,NANCY STEINER,THE CUP,LITTLE MISS SUNSHINE,22
79868,RAYMOND STEINER,Q229263,ALYSON STONER,THE CUP,CHEAPER BY THE DOZEN,44
79868,RAYMOND STEINER,Q65116577,SABINE RAYMOND,THE CUP,NOT ENOUGH VOLUME,33
79868,RAYMOND STEINER,Q4954289,BRAD STINE,THE CUP,CHRISTMAS WITH A CAPITAL C,30
79868,RAYMOND STEINER,Q7519623,SIMON RAYMONDE,THE CUP,WALK AWAY RENEE,18
79868,RAYMOND STEINER,Q24704602,SIGMUND STEINER,THE CUP,HOLZ ERDE FLEISCH,25
79868,RAYMOND STEINER,Q28811946,JASON STEINHAUER,THE CUP,PAYWALL: THE BUSINESS OF SCHOLARSHIP,29
79868,RAYMOND STEINER,Q105887561,SAMSON STEINE,THE CUP,THE CROSSING,53
