acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
22815,JOHN WEILEY,Q471546,JOHN PILGER,DEAD EASY,YEAR ZERO,44
22815,JOHN WEILEY,Q471546,JOHN PILGER,DIMBOOLA [DVD],THE WAR ON DEMOCRACY,31
22815,JOHN WEILEY,Q471546,JOHN PILGER,THE COOLANGATTA GOLD,DEATH OF A NATION: THE TIMOR CONSPIRACY,41
22815,JOHN WEILEY,Q362930,JOHN RIDLEY,DEAD EASY,RED TAILS,56
22815,JOHN WEILEY,Q362930,JOHN RIDLEY,DIMBOOLA [DVD],COLD AROUND THE HEART,30
22815,JOHN WEILEY,Q362930,JOHN RIDLEY,THE COOLANGATTA GOLD,COLD AROUND THE HEART,39
22815,JOHN WEILEY,Q618724,JOHN WESLEY SHIPP,DEAD EASY,FLASH III: DEADLY NIGHTSHADE,39
22815,JOHN WEILEY,Q618724,JOHN WESLEY SHIPP,DIMBOOLA [DVD],SECOND TO DIE,32
22815,JOHN WEILEY,Q618724,JOHN WESLEY SHIPP,THE COOLANGATTA GOLD,SECOND TO DIE,36
22815,JOHN WEILEY,Q982558,JOHN SALLEY,DEAD EASY,BAD BOYS,47
22815,JOHN WEILEY,Q982558,JOHN SALLEY,DIMBOOLA [DVD],BLACK DYNAMITE,38
22815,JOHN WEILEY,Q982558,JOHN SALLEY,THE COOLANGATTA GOLD,BLACK DYNAMITE,35
22815,JOHN WEILEY,Q20739064,JOHN T. NEVILLE,DEAD EASY,EMPTY HOLSTERS,35
22815,JOHN WEILEY,Q20739064,JOHN T. NEVILLE,DIMBOOLA [DVD],OUTLAWED GUNS,32
22815,JOHN WEILEY,Q20739064,JOHN T. NEVILLE,THE COOLANGATTA GOLD,BATTLE OF GREED,40
22815,JOHN WEILEY,Q21664612,JOHN KELLY,DEAD EASY,YOUNG WIDOW,30
22815,JOHN WEILEY,Q21664612,JOHN KELLY,DIMBOOLA [DVD],YOUNG WIDOW,26
22815,JOHN WEILEY,Q21664612,JOHN KELLY,THE COOLANGATTA GOLD,MURDER IN THE PRIVATE CAR,40
22815,JOHN WEILEY,Q3182719,JOHN WEXLEY,DEAD EASY,HANGMEN ALSO DIE!,32
22815,JOHN WEILEY,Q3182719,JOHN WEXLEY,DIMBOOLA [DVD],FOOTSTEPS IN THE DARK,24
22815,JOHN WEILEY,Q3182719,JOHN WEXLEY,THE COOLANGATTA GOLD,THE AMAZING DR. CLITTERHOUSE,47
22815,JOHN WEILEY,Q504805,JOHN VARLEY,DEAD EASY,THE LIFE AND DEATH OF COLONEL BLIMP,23
22815,JOHN WEILEY,Q504805,JOHN VARLEY,DIMBOOLA [DVD],THE LIFE AND DEATH OF COLONEL BLIMP,30
22815,JOHN WEILEY,Q504805,JOHN VARLEY,THE COOLANGATTA GOLD,THE LIFE AND DEATH OF COLONEL BLIMP,44
22815,JOHN WEILEY,Q19880647,JAN WILEY,DEAD EASY,THE BRUTE MAN,36
22815,JOHN WEILEY,Q19880647,JAN WILEY,DIMBOOLA [DVD],"SAN DIEGO, I LOVE YOU",38
22815,JOHN WEILEY,Q19880647,JAN WILEY,THE COOLANGATTA GOLD,FOLLOW THE BOYS,46
22815,JOHN WEILEY,Q6259797,JOHN SWEET,DEAD EASY,A CANTERBURY TALE,23
22815,JOHN WEILEY,Q6259797,JOHN SWEET,DIMBOOLA [DVD],A CANTERBURY TALE,14
22815,JOHN WEILEY,Q6259797,JOHN SWEET,THE COOLANGATTA GOLD,A CANTERBURY TALE,43
22815,JOHN WEILEY,Q3182739,JOHN WHITNEY,DEAD EASY,NO WAY OUT,21
22815,JOHN WEILEY,Q3182739,JOHN WHITNEY,DIMBOOLA [DVD],NO WAY OUT,27
22815,JOHN WEILEY,Q3182739,JOHN WHITNEY,THE COOLANGATTA GOLD,NO WAY OUT,20
22815,JOHN WEILEY,Q6264699,JOHN WITTY,DEAD EASY,HANGMAN'S WHARF,25
22815,JOHN WEILEY,Q6264699,JOHN WITTY,DIMBOOLA [DVD],HANGMAN'S WHARF,22
22815,JOHN WEILEY,Q6264699,JOHN WITTY,THE COOLANGATTA GOLD,HANGMAN'S WHARF,29
22815,JOHN WEILEY,Q946196,JOHN MARLEY,DEAD EASY,DEATHDREAM,63
22815,JOHN WEILEY,Q946196,JOHN MARLEY,DIMBOOLA [DVD],BLADE,47
22815,JOHN WEILEY,Q946196,JOHN MARLEY,THE COOLANGATTA GOLD,THE GREATEST,50
22815,JOHN WEILEY,Q1702859,JON WHITELEY,DEAD EASY,THE KIDNAPPERS,35
22815,JOHN WEILEY,Q1702859,JON WHITELEY,DIMBOOLA [DVD],MOONFLEET,38
22815,JOHN WEILEY,Q1702859,JON WHITELEY,THE COOLANGATTA GOLD,THE LITTLE KIDNAPPERS,39
22815,JOHN WEILEY,Q6264570,JOHN WILTSHIRE,DEAD EASY,CAPTAIN THUNDERBOLT,14
22815,JOHN WEILEY,Q6264570,JOHN WILTSHIRE,DIMBOOLA [DVD],CAPTAIN THUNDERBOLT,26
22815,JOHN WEILEY,Q6264570,JOHN WILTSHIRE,THE COOLANGATTA GOLD,CAPTAIN THUNDERBOLT,41
22815,JOHN WEILEY,Q2377549,JOHN VEALE,DEAD EASY,FREEDOM TO DIE,35
22815,JOHN WEILEY,Q2377549,JOHN VEALE,DIMBOOLA [DVD],HIGH TIDE AT NOON,34
22815,JOHN WEILEY,Q2377549,JOHN VEALE,THE COOLANGATTA GOLD,THE PURPLE PLAIN,50
22815,JOHN WEILEY,Q1386748,JOHN WELSH,DEAD EASY,"RASPUTIN, THE MAD MONK",33
22815,JOHN WEILEY,Q1386748,JOHN WELSH,DIMBOOLA [DVD],ATTACK ON THE IRON COAST,22
