acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
22767,RICHARD HUNN,Q19665070,RICHARD M. NATHAN,MAKING THE NEWS; ABC NEWS,ANGADI THERU,39
22767,RICHARD HUNN,Q3189104,JULIAN RICHARDS,MAKING THE NEWS; ABC NEWS,THE LAST HORROR MOVIE,40
22767,RICHARD HUNN,Q449959,RICHARD KIND,MAKING THE NEWS; ABC NEWS,ELVIS HAS LEFT THE BUILDING,51
22767,RICHARD HUNN,Q121175,RICHARD ANGST,MAKING THE NEWS; ABC NEWS,THE BURNING SECRET,52
22767,RICHARD HUNN,Q2150007,RICHARD KONIG,MAKING THE NEWS; ABC NEWS,THE HUNTER'S CROSS,48
22767,RICHARD HUNN,Q2510603,RICHARD DASHUT,MAKING THE NEWS; ABC NEWS,CLASSIC ALBUMS: RUMOURS,26
22767,RICHARD HUNN,Q1342829,RICHARD HEINBERG,MAKING THE NEWS; ABC NEWS,PLANET OF THE HUMANS,45
22767,RICHARD HUNN,Q105918,RICHARD HAUSSLER,MAKING THE NEWS; ABC NEWS,THE CLOISTER OF MARTINS,51
22767,RICHARD HUNN,Q12333416,RICHARD CHRISTENSEN,MAKING THE NEWS; ABC NEWS,THE BURNING QUESTION,45
22767,RICHARD HUNN,Q23988375,RICHARD JENSEN,MAKING THE NEWS; ABC NEWS,THE FLYING CIRCUS,44
22767,RICHARD HUNN,Q5965577,RICHARD LUND,MAKING THE NEWS; ABC NEWS,THE CLERGYMAN,43
22767,RICHARD HUNN,Q38051190,RICHARD LUND,MAKING THE NEWS; ABC NEWS,DEN DANSKE MARINE,34
22767,RICHARD HUNN,Q5102318,RICHARD NEILL,MAKING THE NEWS; ABC NEWS,THE FOOL'S REVENGE,43
22767,RICHARD HUNN,Q2567590,RICHARD ALLEN,MAKING THE NEWS; ABC NEWS,THE TRAIL OF THE LONESOME PINE,30
22767,RICHARD HUNN,Q716000,NORMAN PRITCHARD,MAKING THE NEWS; ABC NEWS,THE ACE OF CADS,51
22767,RICHARD HUNN,Q2761863,RICHARD BENNETT,MAKING THE NEWS; ABC NEWS,THE SONG OF SONGS,49
22767,RICHARD HUNN,Q16157711,MAUD RICHARD,MAKING THE NEWS; ABC NEWS,JACQUES LANDAUZE,35
22767,RICHARD HUNN,Q23990022,RICHARD HUTTER,MAKING THE NEWS; ABC NEWS,THE DAGGER OF MALAYA,41
22767,RICHARD HUNN,Q3431022,RICHARD MARSH,MAKING THE NEWS; ABC NEWS,THE BEETLE,41
22767,RICHARD HUNN,Q34377674,RICHARD KUHLE,MAKING THE NEWS; ABC NEWS,ALRAUNE UND DER GOLEM,27
22767,RICHARD HUNN,Q861426,RICHARD ARLEN,MAKING THE NEWS; ABC NEWS,COME ON MARINES,51
22767,RICHARD HUNN,Q9069013,RICARDO NUNEZ,MAKING THE NEWS; ABC NEWS,THE SONGSTRESS,47
22767,RICHARD HUNN,Q3790184,RICHARD CONNELL,MAKING THE NEWS; ABC NEWS,HER HIGHNESS AND THE BELLBOY,50
22767,RICHARD HUNN,Q3133034,HENRY RICHARD,MAKING THE NEWS; ABC NEWS,HIS HIGHNESS LOVE,44
22767,RICHARD HUNN,Q21664872,RICHARD CAHOON,MAKING THE NEWS; ABC NEWS,PRIDE OF THE MARINES,55
22767,RICHARD HUNN,Q56319339,RICHARD HARLAN,MAKING THE NEWS; ABC NEWS,BACHELOR FATHER,36
22767,RICHARD HUNN,Q919750,RICHARD QUINE,MAKING THE NEWS; ABC NEWS,CRUISIN' DOWN THE RIVER,43
22767,RICHARD HUNN,Q653847,RICHARD HALLIBURTON,MAKING THE NEWS; ABC NEWS,INDIA SPEAKS,28
22767,RICHARD HUNN,Q3430526,RICHARD BENSON,MAKING THE NEWS; ABC NEWS,THE DIVINE SPARK,40
22767,RICHARD HUNN,Q7326356,RICHARD HEARNE,MAKING THE NEWS; ABC NEWS,THE BUTLER'S DILEMMA,45
22767,RICHARD HUNN,Q20684080,RICHARD FANTL,MAKING THE NEWS; ABC NEWS,MANDRAKE THE MAGICIAN,49
22767,RICHARD HUNN,Q2149479,RICHARD FLOURNOY,MAKING THE NEWS; ABC NEWS,BLONDIE MEETS THE BOSS,43
22767,RICHARD HUNN,Q2279367,ANN RICHARDS,MAKING THE NEWS; ABC NEWS,THE SEARCHING WIND,43
22767,RICHARD HUNN,Q1375195,RICHARD HAGEMAN,MAKING THE NEWS; ABC NEWS,RULERS OF THE SEA,44
22767,RICHARD HUNN,Q1379341,RICHARD DENNING,MAKING THE NEWS; ABC NEWS,THE BUCKSKIN LADY,49
22767,RICHARD HUNN,Q18619623,RICHARD C. KAHN,MAKING THE NEWS; ABC NEWS,HARLEM RIDES THE RANGE,52
22767,RICHARD HUNN,Q60785,RICARDA HUCH,MAKING THE NEWS; ABC NEWS,THE GUARDIAN ANGEL,43
22767,RICHARD HUNN,Q7327506,RICHARD LUPINO,MAKING THE NEWS; ABC NEWS,MIDNIGHT LACE,43
22767,RICHARD HUNN,Q7324952,RICHARD CRANE,MAKING THE NEWS; ABC NEWS,CRASH OF THE MOONS,48
22767,RICHARD HUNN,Q1355379,RICHARD HAYDN,MAKING THE NEWS; ABC NEWS,MUTINY ON THE BOUNTY,50
22767,RICHARD HUNN,Q237918,ANN RICHARDS,MAKING THE NEWS; ABC NEWS,LOVE FROM A STRANGER,32
22767,RICHARD HUNN,Q361523,RICHARD NEY,MAKING THE NEWS; ABC NEWS,MIDNIGHT LACE,43
22767,RICHARD HUNN,Q734043,RICHARD CONTE,MAKING THE NEWS; ABC NEWS,A WALK IN THE SUN,49
22767,RICHARD HUNN,Q7323645,RICHARD AHERNE,MAKING THE NEWS; ABC NEWS,AROUND THE WORLD IN 80 DAYS,35
22767,RICHARD HUNN,Q3430837,RICHARD HALE,MAKING THE NEWS; ABC NEWS,ALL THE KING'S MEN,67
22767,RICHARD HUNN,Q339593,RICHARD LONG,MAKING THE NEWS; ABC NEWS,MAKE LIKE A THIEF,49
22767,RICHARD HUNN,Q3430847,RICHARD HART,MAKING THE NEWS; ABC NEWS,GREEN DOLPHIN STREET,32
22767,RICHARD HUNN,Q1360888,JEAN RICHARD,MAKING THE NEWS; ABC NEWS,THE KING OF THE BLA BLA BLA,51
22767,RICHARD HUNN,Q302433,RICHARD HUGHES,MAKING THE NEWS; ABC NEWS,A RUN FOR YOUR MONEY,36
22767,RICHARD HUNN,Q151973,RICHARD BURTON,MAKING THE NEWS; ABC NEWS,THE LONGEST DAY,51
22767,RICHARD HUNN,Q7325827,RICHARD G. HUBLER,MAKING THE NEWS; ABC NEWS,I CHEATED THE LAW,39
22767,RICHARD HUNN,Q932647,RICHARD ANDERSON,MAKING THE NEWS; ABC NEWS,A CRY IN THE NIGHT,52
22767,RICHARD HUNN,Q1377107,RICHARD EGAN,MAKING THE NEWS; ABC NEWS,THE BIG CUBE,50
22767,RICHARD HUNN,Q166422,RICHARD JOHNSON,MAKING THE NEWS; ABC NEWS,THE PUMPKIN EATER,49
22767,RICHARD HUNN,Q1277018,RICHARD BOONE,MAKING THE NEWS; ABC NEWS,THE BIG KNIFE,54
22767,RICHARD HUNN,Q95691,RICHARD MUNCH,MAKING THE NEWS; ABC NEWS,THE LONGEST DAY,51
22767,RICHARD HUNN,Q368645,RICHARD LONG,MAKING THE NEWS; ABC NEWS,THE ALL AMERICAN,40
22767,RICHARD HUNN,Q318607,RICHARD CRENNA,MAKING THE NEWS; ABC NEWS,THE MAN CALLED NOON,56
22767,RICHARD HUNN,Q15098032,RICHARD ALLAN,MAKING THE NEWS; ABC NEWS,WITH A SONG IN MY HEART,38
22767,RICHARD HUNN,Q510732,RICHARD ALLAN,MAKING THE NEWS; ABC NEWS,THE CSARDAS KING,50
22767,RICHARD HUNN,Q31941690,RICHARD H. LANDAU,MAKING THE NEWS; ABC NEWS,THE GIRL IN BLACK STOCKINGS,47
22767,RICHARD HUNN,Q7153213,PAUL RICHARDS,MAKING THE NEWS; ABC NEWS,THE SWEET AND THE BITTER,38
22767,RICHARD HUNN,Q7325191,RICHARD DEVON,MAKING THE NEWS; ABC NEWS,THE COMANCHEROS,51
22767,RICHARD HUNN,Q716726,RICHARD LEECH,MAKING THE NEWS; ABC NEWS,NIGHT OF THE DEMON,43
22767,RICHARD HUNN,Q2149695,RICHARD HANDWERK,MAKING THE NEWS; ABC NEWS,THE BIG CHANCE,53
22767,RICHARD HUNN,Q1535859,RICHARD MASON,MAKING THE NEWS; ABC NEWS,A TOWN LIKE ALICE,34
22767,RICHARD HUNN,Q2150059,RICHARD LAUFFEN,MAKING THE NEWS; ABC NEWS,DAS INDISCHE GRABMAL,41
22767,RICHARD HUNN,Q454428,DAWN RICHARD,MAKING THE NEWS; ABC NEWS,I WAS A TEENAGE WEREWOLF,29
22767,RICHARD HUNN,Q325130,RICHARD MATHESON,MAKING THE NEWS; ABC NEWS,THE LAST MAN ON EARTH,49
22767,RICHARD HUNN,Q2007551,RICHARD HARRISON,MAKING THE NEWS; ABC NEWS,AVENGER OF THE SEVEN SEAS,49
22767,RICHARD HUNN,Q922700,RICHARD E. CUNHA,MAKING THE NEWS; ABC NEWS,SHE DEMONS,41
22767,RICHARD HUNN,Q1607207,HENRY RICHARDSON,MAKING THE NEWS; ABC NEWS,A STUDY IN TERROR,44
22767,RICHARD HUNN,Q2149212,RICHARD CHANEY,MAKING THE NEWS; ABC NEWS,PLAN 9 FROM OUTER SPACE,13
22767,RICHARD HUNN,Q469454,BEAH RICHARDS,MAKING THE NEWS; ABC NEWS,GUESS WHO'S COMING TO DINNER,54
22767,RICHARD HUNN,Q965475,JOHN RICHARDSON,MAKING THE NEWS; ABC NEWS,ONE MILLION YEARS B.C.,44
22767,RICHARD HUNN,Q3430275,RICARDO LUNA,MAKING THE NEWS; ABC NEWS,THE TERRACE,40
22767,RICHARD HUNN,Q3430751,RICHARD EVANS,MAKING THE NEWS; ABC NEWS,ISLANDS IN THE STREAM,49
22767,RICHARD HUNN,Q344955,RICHARD CONDON,MAKING THE NEWS; ABC NEWS,THE MANCHURIAN CANDIDATE,42
22767,RICHARD HUNN,Q262130,RICHARD DONNER,MAKING THE NEWS; ABC NEWS,THE LOST BOYS,43
22767,RICHARD HUNN,Q2150058,RICHARD LANE,MAKING THE NEWS; ABC NEWS,YOU CAN'T SEE 'ROUND CORNERS,39
22767,RICHARD HUNN,Q719273,RICHARD MULLIGAN,MAKING THE NEWS; ABC NEWS,THE BIG BUS,51
22767,RICHARD HUNN,Q4737508,ALUN RICHARDS,MAKING THE NEWS; ABC NEWS,THE HOT POTATO BOYS,33
