acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
26549,FRED GALLO,Q5496050,FRED PAUL,BODYHEAT,THE BROKEN MELODY,48
26549,FRED GALLO,Q5496050,FRED PAUL,MACHINE GUN BLUES,CASTLES IN THE AIR,46
26549,FRED GALLO,Q5495220,FRED GAMBLE,BODYHEAT,SUSIE'S NEW SHOES,16
26549,FRED GALLO,Q5495220,FRED GAMBLE,MACHINE GUN BLUES,SUSIE'S NEW SHOES,35
26549,FRED GALLO,Q2834940,ALFRED ALLEN,BODYHEAT,ANYBODY HERE SEEN KELLY?,39
26549,FRED GALLO,Q2834940,ALFRED ALLEN,MACHINE GUN BLUES,THE SEA FLOWER,39
26549,FRED GALLO,Q22101645,FRED WALLER,BODYHEAT,YOUTHFUL CHEATERS,32
26549,FRED GALLO,Q22101645,FRED WALLER,MACHINE GUN BLUES,SYMPHONY IN BLACK,47
26549,FRED GALLO,Q3752667,FRED WALTON,BODYHEAT,BROADWAY BILL,38
26549,FRED GALLO,Q3752667,FRED WALTON,MACHINE GUN BLUES,THE ROSARY MURDERS,40
26549,FRED GALLO,Q172799,FRED GAMBLE,BODYHEAT,PAINTED POST,20
26549,FRED GALLO,Q172799,FRED GAMBLE,MACHINE GUN BLUES,PAINTED POST,28
26549,FRED GALLO,Q2834948,ALFRED BAILLOU,BODYHEAT,BLONDINE,50
26549,FRED GALLO,Q2834948,ALFRED BAILLOU,MACHINE GUN BLUES,BLONDINE,48
26549,FRED GALLO,Q541907,GERALD FRIED,BODYHEAT,THE BABY,50
26549,FRED GALLO,Q541907,GERALD FRIED,MACHINE GUN BLUES,MACHINE-GUN KELLY,65
26549,FRED GALLO,Q4948800,MALOU FREDEN,BODYHEAT,KULLA-GULLA,11
26549,FRED GALLO,Q4948800,MALOU FREDEN,MACHINE GUN BLUES,KULLA-GULLA,29
26549,FRED GALLO,Q5496124,FRED RAUL,BODYHEAT,THE NIGHT BEFORE THE PREMIERE,27
26549,FRED GALLO,Q5496124,FRED RAUL,MACHINE GUN BLUES,NACHTS IM GRUNEN KAKADU,40
26549,FRED GALLO,Q45041439,FRED GALIANA,BODYHEAT,HE'S MY MAN!,32
26549,FRED GALLO,Q45041439,FRED GALIANA,MACHINE GUN BLUES,!ES MI HOMBRE!,41
26549,FRED GALLO,Q5496503,FRED WALTON,BODYHEAT,THE ROSARY MURDERS,31
26549,FRED GALLO,Q5496503,FRED WALTON,MACHINE GUN BLUES,THE ROSARY MURDERS,40
26549,FRED GALLO,Q75181301,FRED SEGAL,BODYHEAT,A CHANGE OF SEASONS,22
26549,FRED GALLO,Q75181301,FRED SEGAL,MACHINE GUN BLUES,A CHANGE OF SEASONS,28
26549,FRED GALLO,Q768685,ED GALE,BODYHEAT,DOLLY DEAREST,38
26549,FRED GALLO,Q768685,ED GALE,MACHINE GUN BLUES,BILL & TED'S BOGUS JOURNEY,39
26549,FRED GALLO,Q7305115,RED STEAGALL,BODYHEAT,BIG BAD JOHN,30
26549,FRED GALLO,Q7305115,RED STEAGALL,MACHINE GUN BLUES,BIG BAD JOHN,28
26549,FRED GALLO,Q27947716,FRED GALLO,BODYHEAT,DEAD SPACE,33
26549,FRED GALLO,Q27947716,FRED GALLO,MACHINE GUN BLUES,DEAD SPACE,37
26549,FRED GALLO,Q30727114,FRED GARSON,BODYHEAT,THE DANCER,33
26549,FRED GALLO,Q30727114,FRED GARSON,MACHINE GUN BLUES,THE DANCER,30
26549,FRED GALLO,Q24288349,GAO FEI,BODYHEAT,I LOVE BEIJING,27
26549,FRED GALLO,Q24288349,GAO FEI,MACHINE GUN BLUES,I LOVE BEIJING,32
26549,FRED GALLO,Q3752811,FREDO VALLA,BODYHEAT,IL VENTO FA IL SUO GIRO,19
26549,FRED GALLO,Q3752811,FREDO VALLA,MACHINE GUN BLUES,IL VENTO FA IL SUO GIRO,20
26549,FRED GALLO,Q12404947,GAL FRIEDMAN,BODYHEAT,HMSHGYHYM,24
26549,FRED GALLO,Q12404947,GAL FRIEDMAN,MACHINE GUN BLUES,HA-MASHGIHIM,34
26549,FRED GALLO,Q2825177,ADRIEN GALLO,BODYHEAT,JC COMME JESUS CHRIST,14
26549,FRED GALLO,Q2825177,ADRIEN GALLO,MACHINE GUN BLUES,JC COMME JESUS CHRIST,16
26549,FRED GALLO,Q6656074,GAL FRIEDMAN,BODYHEAT,MANPOWER,25
26549,FRED GALLO,Q6656074,GAL FRIEDMAN,MACHINE GUN BLUES,MANPOWER,32
26549,FRED GALLO,Q16208410,BRENDAN GALL,BODYHEAT,THE LOVEBIRDS,38
26549,FRED GALLO,Q16208410,BRENDAN GALL,MACHINE GUN BLUES,THE LOVEBIRDS,33
26549,FRED GALLO,Q11999143,FEDOR GAL,BODYHEAT,MECIAR,29
26549,FRED GALLO,Q11999143,FEDOR GAL,MACHINE GUN BLUES,MECIAR,17
