acmi-data-creator,wikidata-data-creator,acmi-data-work,wikidata-data-work
20366,Q1351511,87610,Q581117
20366,Q1351511,95011,Q1809616
20366,Q1351511,79658,Q1414527
20366,Q1351511,89559,Q1697043
20366,Q1351511,81222,Q45386
20366,Q1351511,79550,Q128930
20366,Q1351511,87945,Q848388
20366,Q1351511,90746,Q568239
20366,Q1351511,77361,Q50714
78583,Q1628080,87610,Q581117
78584,Q1349886,87610,Q581117
22351,Q11520413,95206,Q189540
22351,Q11520413,80033,Q257818
22351,Q11520413,87622,Q2273270
22351,Q11520413,87368,Q152105
22351,Q11520413,94181,Q678972
81376,Q3194044,95584,Q7884372
48139,Q810020,93634,Q735381
48139,Q810020,85186,Q4027067
48139,Q810020,86857,Q2747218
48139,Q810020,89614,Q3838075
48139,Q810020,72477,Q3354838
51524,Q262102,92333,Q403033
51524,Q262102,83629,Q466297
51524,Q262102,87012,Q466792
51535,Q95008,92333,Q403033
51535,Q95008,86881,Q1341009
51535,Q95008,84848,Q72909
51535,Q95008,83056,Q506580
15076,Q538578,80673,Q207921
15076,Q538578,81597,Q1027212
15076,Q538578,81469,Q780951
23547,Q506666,84808,Q2326085
23547,Q506666,84621,Q545725
23547,Q506666,81326,Q383355
23547,Q506666,81295,Q719471
23547,Q506666,84670,Q1225134
27443,Q72291,85529,Q1263918
27443,Q72291,85624,Q1666238
83215,Q3579943,116192,Q6960469
83215,Q3579943,116248,Q3222179
78215,Q6247836,86252,Q2658045
72311,Q515274,86252,Q2658045
57099,Q950428,113518,Q42047
57099,Q950428,81597,Q1027212
57099,Q950428,86803,Q188652
57099,Q950428,85027,Q1140171
57099,Q950428,88616,Q1431693
57099,Q950428,91651,Q1197185
57099,Q950428,83308,Q576371
27330,Q345683,94826,Q1048846
27330,Q345683,85368,Q1392442
27330,Q345683,87350,Q507994
31331,Q1387617,94826,Q1048846
31331,Q1387617,89392,Q517958
31331,Q1387617,94120,Q497082
78541,Q1033212,87455,Q129548
78541,Q1033212,115701,Q8026000
62592,Q62099,84669,Q909071
26952,Q706968,93616,Q367748
26952,Q706968,85046,Q244115
26638,Q706968,93616,Q367748
26638,Q706968,93136,Q945883
26638,Q706968,84685,Q762927
26638,Q706968,85046,Q244115
11238,Q269975,93616,Q367748
11238,Q269975,93136,Q945883
11238,Q269975,93288,Q698962
11238,Q269975,88454,Q1057548
11238,Q269975,86254,Q1195497
83037,Q561255,116202,Q3220482
83037,Q561255,115964,Q232075
83037,Q561255,115947,Q3223638
29594,Q8009739,87558,Q7958835
22432,Q211974,83138,Q647945
22432,Q211974,94737,Q6676038
26459,Q1699742,91543,Q1218897
26459,Q1699742,84538,Q1518218
83232,Q1389781,116216,Q3005861
22867,Q433113,80799,Q817159
22867,Q433113,81289,Q1130084
22867,Q433113,88957,Q2247847
22867,Q433113,87877,Q2067152
23155,Q707755,84012,Q7544231
23155,Q707755,93654,Q128730
23155,Q707755,80958,Q1105359
23155,Q707755,92296,Q3486620
23155,Q707755,81461,Q1211716
62435,Q2927152,88466,Q667733
62435,Q2927152,88438,Q176559
72056,Q518244,88466,Q667733
2203,Q508182,80031,Q784181
2203,Q508182,89948,Q832487
25272,Q1252342,83127,Q5380436
27574,Q1402886,116142,Q425818
27574,Q1402886,85559,Q1547202
29137,Q2729701,87161,Q1411748
29138,Q3384166,87161,Q1411748
77656,Q4408937,84574,Q916431
26707,Q569824,84804,Q652215
26707,Q569824,90554,Q1313289
30572,Q260969,88495,Q846908
30572,Q260969,93314,Q1856418
78728,Q59576038,87985,Q59575994
83063,Q118488,116086,Q3210390
83063,Q118488,116195,Q3202805
29095,Q55211,89331,Q2666300
29095,Q55211,87142,Q3288099
29095,Q55211,93184,Q4952275
29095,Q55211,93700,Q785496
29095,Q55211,92188,Q2399461
29095,Q55211,92189,Q2399461
29095,Q55211,94383,Q3224314
74313,Q6228224,81006,Q4959480
74313,Q6228224,81004,Q1157757
32592,Q724590,90992,Q7785228
32592,Q724590,91809,Q376144
83123,Q951671,116064,Q2929328
23663,Q41136,81414,Q1218655
23663,Q41136,90541,Q1132535
23663,Q41136,84944,Q287536
23663,Q41136,89558,Q1307054
76871,Q727256,95598,Q25005
76871,Q727256,83244,Q375594
76871,Q727256,94735,Q1770440
76871,Q727256,81306,Q2364455
37685,Q2127063,95445,Q5749224
76096,Q7613194,77842,Q4690604
34750,Q22957941,93087,Q105492998
2937,Q285908,90398,Q3090759
2937,Q285908,90405,Q739009
2937,Q285908,87637,Q867713
76551,Q1506831,88491,Q5212720
76551,Q1506831,95428,Q1298926
16921,Q116236,90514,Q736508
16921,Q116236,70896,Q3382446
16921,Q116236,116061,Q736508
68392,Q467484,92901,Q934160
81450,Q6521832,96507,Q7453403
81451,Q2967602,96507,Q7453403
79853,Q106465,92498,Q498867
79927,Q16012937,92679,Q4733
3460,Q36949,87544,Q559907
3460,Q36949,85612,Q1130705
3460,Q36949,87539,Q623443
22713,Q553072,80612,Q2406650
22713,Q553072,115687,Q2481391
83097,Q2898485,116032,Q245638
52980,Q5661323,93597,Q2714553
52980,Q5661323,81779,Q1219363
76888,Q215478,81421,Q670378
76888,Q215478,87944,Q799202
34091,Q2780257,92477,Q3223068
34092,Q484882,92477,Q3223068
31001,Q3178864,89079,Q2619792
4925,Q53045,89407,Q586569
4925,Q53045,83859,Q339648
4925,Q53045,83783,Q464032
4925,Q53045,92674,Q745973
80313,Q437254,93516,Q1306348
28891,Q321089,86947,Q2338069
80435,Q456548,93707,Q644634
30278,Q441578,93707,Q644634
30278,Q441578,95284,Q2335241
30278,Q441578,88201,Q1146194
21879,Q358702,79352,Q3414756
21879,Q358702,80985,Q1617093
21879,Q358702,95245,Q7307421
34266,Q717147,92619,Q258092
79894,Q3177199,92619,Q258092
70064,Q235555,95087,Q1304560
70064,Q235555,95078,Q2566505
70064,Q235555,90483,Q83649
70064,Q235555,92517,Q156394
70066,Q376130,95087,Q1304560
70066,Q376130,95078,Q2566505
70066,Q376130,90483,Q83649
69903,Q912327,93005,Q114076
26583,Q51461,88462,Q1856846
26583,Q51461,84627,Q1169098
26583,Q51461,87834,Q471864
26583,Q51461,86655,Q699679
26583,Q51461,89298,Q1713546
83041,Q106529,116229,Q1513821
83041,Q106529,115952,Q691441
83041,Q106529,116258,Q3235406
22293,Q3437747,81229,Q515899
22293,Q3437747,79933,Q3354895
22293,Q3437747,80520,Q7737823
78658,Q808917,95010,Q131074
78658,Q808917,87815,Q223887
28191,Q955524,86130,Q961576
43634,Q436704,92791,Q2470202
53254,Q51503,87788,Q59534
53254,Q51503,84945,Q512475
53254,Q51503,84629,Q464111
53254,Q51503,95440,Q290640
53254,Q51503,97265,Q2061368
53254,Q51503,84603,Q217220
28113,Q728360,86065,Q653447
28113,Q728360,88770,Q2478977
28113,Q728360,86496,Q2296376
79725,Q229455,92200,Q370951
71359,Q3122178,85196,Q608943
71406,Q5739650,95346,Q4927823
71406,Q5739650,93748,Q1763031
71406,Q5739650,93734,Q847276
29217,Q5734882,95346,Q4927823
29217,Q5734882,93748,Q1763031
81468,Q5236095,96692,Q56300328
71347,Q7831268,94986,Q151903
81102,Q62023185,94986,Q151903
43620,Q726024,91039,Q7928898
43620,Q726024,93840,Q839434
43620,Q726024,79411,Q928963
14656,Q218845,67111,Q1080674
14656,Q218845,85404,Q377700
14656,Q218845,89676,Q769280
14656,Q218845,81438,Q1167592
76955,Q4864715,81690,Q734116
9890,Q55249,81690,Q734116
9890,Q55249,64710,Q77893712
9890,Q55249,84566,Q1194524
9890,Q55249,83058,Q644297
9890,Q55249,83095,Q655996
9890,Q55249,83625,Q630132
9890,Q55249,84557,Q567936
9890,Q55249,83097,Q1731265
4092,Q2071,86289,Q114819
4092,Q2071,92353,Q1140578
4092,Q2071,93609,Q272608
4092,Q2071,85678,Q11618
4092,Q2071,83809,Q751382
4092,Q2071,107887,Q289204
78350,Q270092,89592,Q5123181
78350,Q270092,86855,Q1214679
5365,Q148669,85411,Q594498
76444,Q314926,85070,Q179746
76444,Q314926,86830,Q610670
76444,Q314926,83116,Q1528825
76444,Q314926,93482,Q1474562
76444,Q314926,113517,Q1425404
76444,Q314926,93450,Q2518695
23144,Q5496711,81665,Q862317
23144,Q5496711,80954,Q1169380
28859,Q490198,86899,Q253978
30242,Q523144,91875,Q2623176
30242,Q523144,88186,Q1656834
30242,Q523144,91848,Q1220064
30242,Q523144,116011,Q3492401
30242,Q523144,91051,Q2592862
48179,Q1361382,80515,Q1637791
48179,Q1361382,93885,Q591272
48179,Q1361382,82081,Q1140881
78308,Q202735,92465,Q2299188
78308,Q202735,86658,Q2264347
28284,Q55190,95337,Q1304993
28284,Q55190,86245,Q1604818
79084,Q3229564,89259,Q6980030
79085,Q453839,89259,Q6980030
80957,Q953520,94739,Q726823
80626,Q5112210,94075,Q1051315
80628,Q5790513,94075,Q1051315
35935,Q6504110,94075,Q1051315
79741,Q95400920,92247,Q1678575
79742,Q3352541,92247,Q1678575
33430,Q1681872,92247,Q1678575
26956,Q7599930,85052,Q1470997
55447,Q508224,85070,Q179746
55447,Q508224,88176,Q2300632
55447,Q508224,83116,Q1528825
80277,Q2850555,93436,Q6465315
27059,Q376107,93973,Q244604
27059,Q376107,87832,Q108006
22341,Q1325171,80021,Q7735458
22341,Q1325171,80020,Q2142996
22341,Q1325171,83869,Q1849032
22341,Q1325171,80026,Q1054656
77794,Q69843,85020,Q1212494
78220,Q475703,86261,Q2036869
78220,Q475703,92715,Q1027247
24168,Q1452407,95370,Q1018487
24168,Q1452407,83499,Q1300420
24168,Q1452407,84544,Q1304578
24168,Q1452407,81907,Q1812591
24168,Q1452407,93335,Q658847
78036,Q277663,85681,Q647665
25986,Q558109,85956,Q647044
25986,Q558109,83860,Q647997
79134,Q4293928,89428,Q2409001
33162,Q508225,91869,Q2894921
79651,Q14475805,91869,Q2894921
79562,Q504706,93452,Q1471500
79562,Q504706,91440,Q937005
36991,Q3082871,94906,Q282827
36992,Q1350623,94906,Q282827
83004,Q2847593,115901,Q3116592
77701,Q6390229,84655,Q470735
77701,Q6390229,89732,Q617874
27658,Q7341622,85636,Q4378433
78946,Q11854147,88696,Q384325
26582,Q1388109,85053,Q3284961
26582,Q1388109,85009,Q367610
26582,Q1388109,84626,Q1077690
80075,Q5667433,92975,Q759896
37056,Q3808290,94959,Q1143287
35171,Q31923,100499,Q185803
35171,Q31923,93435,Q185803
71974,Q31923,100499,Q185803
71974,Q31923,93435,Q185803
79204,Q31225,92686,Q2374741
79204,Q31225,89680,Q1511625
79204,Q31225,92746,Q4879282
79204,Q31225,94716,Q1213396
25240,Q6776391,83104,Q3418158
25240,Q6776391,85358,Q1195311
25241,Q3237296,83104,Q3418158
24485,Q269927,82482,Q1590837
24485,Q269927,82257,Q1627111
24485,Q269927,93204,Q960668
24485,Q269927,89724,Q163253
22476,Q1545951,80253,Q1270627
22476,Q1545951,93468,Q56258974
17563,Q50713,115935,Q686900
17563,Q50713,116272,Q1989547
17563,Q50713,76218,Q748599
17563,Q50713,116022,Q2603395
17563,Q50713,116233,Q2250323
17563,Q50713,116326,Q830558
17563,Q50713,116503,Q1123983
17563,Q50713,94499,Q1452426
17563,Q50713,87462,Q723416
17563,Q50713,115710,Q748599
17563,Q50713,115930,Q639795
17563,Q50713,115715,Q470336
17563,Q50713,81318,Q956044
17563,Q50713,82478,Q748599
17563,Q50713,116219,Q723416
79794,Q1120919,92394,Q3503064
80077,Q6176278,93961,Q2300341
80077,Q6176278,92978,Q465646
80551,Q6490794,93961,Q2300341
80553,Q968840,93961,Q2300341
65568,Q706678,92281,Q3820833
65568,Q706678,88458,Q534459
65568,Q706678,84553,Q44662
65568,Q706678,86944,Q2542754
71620,Q312258,92440,Q1214975
71620,Q312258,116062,Q1367513
71620,Q312258,115960,Q1217981
71620,Q312258,88964,Q163868
72865,Q240872,85637,Q1355172
72865,Q240872,81721,Q248289
72865,Q240872,86403,Q1455280
72865,Q240872,93334,Q1476000
77453,Q3808389,85637,Q1355172
77453,Q3808389,83633,Q20456
69632,Q11930,85637,Q1355172
69632,Q11930,93654,Q128730
69632,Q11930,83633,Q20456
31557,Q5337444,89600,Q7278621
31558,Q240933,89600,Q7278621
76885,Q3290385,81403,Q567975
79241,Q3814093,89887,Q39970
31776,Q2526865,89887,Q39970
79574,Q544016,91463,Q741167
79574,Q544016,92497,Q1704776
79575,Q41131,91463,Q741167
79575,Q41131,92497,Q1704776
67710,Q2740357,90680,Q1357016
67710,Q2740357,95586,Q936302
3299,Q3047494,81252,Q2344050
3299,Q3047494,94292,Q633171
22358,Q73136,80031,Q784181
79418,Q5858604,90627,Q23020247
22665,Q6768251,95103,Q3415133
22665,Q6768251,86401,Q5173917
22665,Q6768251,86027,Q4431081
37456,Q36970,95266,Q849475
70090,Q3758467,95266,Q849475
81289,Q1852104,95266,Q849475
77857,Q89095252,85202,Q781835
77859,Q1646013,85202,Q781835
82192,Q503219,115664,Q4185026
82193,Q12162976,115664,Q4185026
71815,Q213581,70794,Q3818851
71815,Q213581,94746,Q486591
71815,Q213581,74464,Q7968392
71815,Q213581,65262,Q1387285
2466,Q2837687,86546,Q267721
75994,Q3809895,77518,Q7928545
77837,Q5290454,91310,Q4266472
77837,Q5290454,85138,Q12125426
77837,Q5290454,91470,Q3072348
77838,Q7297266,91310,Q4266472
77838,Q7297266,85138,Q12125426
77838,Q7297266,91470,Q3072348
23398,Q712874,94746,Q486591
23398,Q712874,93345,Q714941
23398,Q712874,81177,Q2610975
23398,Q712874,81420,Q547368
23398,Q712874,94716,Q1213396
23398,Q712874,81330,Q207588
36963,Q721662,94877,Q742195
23559,Q274411,116000,Q3204345
23559,Q274411,115693,Q3227959
23559,Q274411,93571,Q206740
23658,Q314301,87430,Q261209
23658,Q314301,81410,Q620731
23658,Q314301,92900,Q195710
28541,Q5236228,86475,Q1306530
32593,Q16193298,90995,Q2307324
79470,Q6766586,90995,Q2307324
72695,Q2942203,115647,Q391784
72695,Q2942203,94816,Q558102
72695,Q2942203,87485,Q270599
72695,Q2942203,86740,Q27411
72545,Q360642,115647,Q391784
78551,Q4216222,115647,Q391784
78551,Q4216222,87485,Q270599
72694,Q223992,115647,Q391784
72694,Q223992,87485,Q270599
77535,Q2894636,83974,Q24258
25132,Q215578,84684,Q176626
25132,Q215578,83021,Q669619
80283,Q999332,93444,Q637180
72552,Q1691527,92608,Q500460
79887,Q5217295,92608,Q500460
23341,Q941532,81088,Q1454282
23341,Q941532,89313,Q764734
32641,Q3051947,91040,Q2290517
70723,Q51506,86849,Q1403132
70723,Q51506,83827,Q556967
70723,Q51506,80512,Q962363
70723,Q51506,90487,Q1754270
70723,Q51506,85054,Q467053
70723,Q51506,83875,Q955018
61866,Q268840,92960,Q471951
61866,Q268840,83785,Q188384
902,Q453604,80956,Q7021192
77207,Q3261206,82622,Q638315
77207,Q3261206,92339,Q151703
24834,Q289512,82622,Q638315
23282,Q7704133,81032,Q6470563
23282,Q7704133,86457,Q3256662
34740,Q6145472,93077,Q64995744
31315,Q5540807,89367,Q1629547
23177,Q6182734,94834,Q281296
23177,Q6182734,83132,Q61696
23177,Q6182734,81579,Q1114683
23177,Q6182734,80967,Q1479291
25617,Q847366,83504,Q880515
25617,Q847366,91241,Q1050838
29383,Q215151,87388,Q909239
81087,Q4707232,94971,Q714057
26252,Q2606507,85428,Q1963079
26252,Q2606507,90465,Q973124
26252,Q2606507,84152,Q2294603
26252,Q2606507,115734,Q973124
26252,Q2606507,92795,Q391172
26252,Q2606507,93241,Q769347
26252,Q2606507,94484,Q752438
21151,Q315756,85428,Q1963079
21151,Q315756,90465,Q973124
21151,Q315756,84152,Q2294603
21151,Q315756,115734,Q973124
21151,Q315756,92795,Q391172
21151,Q315756,93241,Q769347
21151,Q315756,94484,Q752438
21151,Q315756,80812,Q1618969
23942,Q15437107,81678,Q3211385
23299,Q920584,81678,Q3211385
23299,Q920584,81706,Q3283587
31905,Q1424934,93508,Q594469
31905,Q1424934,115705,Q886633
31905,Q1424934,116058,Q594469
31905,Q1424934,92397,Q1196689
22992,Q822240,80858,Q6753775
26461,Q4759927,84542,Q3425671
26462,Q95862251,84542,Q3425671
24692,Q55207,82458,Q1964094
24692,Q55207,82493,Q1755424
24692,Q55207,88955,Q1127167
68003,Q158250,89592,Q5123181
68003,Q158250,94843,Q852162
68003,Q158250,93323,Q1356241
68003,Q158250,89583,Q1217041
68003,Q158250,88616,Q1431693
68003,Q158250,85353,Q1757908
68003,Q158250,83892,Q1218959
65585,Q503258,81085,Q632753
65585,Q503258,95633,Q1519422
65585,Q503258,88493,Q2530954
65585,Q503258,84592,Q2371931
72317,Q180251,87948,Q572165
77721,Q1655613,92294,Q7732123
77721,Q1655613,89794,Q1553372
77721,Q1655613,84776,Q5025840
79212,Q6390383,89735,Q571014
30184,Q1571281,88144,Q1215005
70715,Q1385214,83827,Q556967
70715,Q1385214,92809,Q593877
83263,Q3172264,116272,Q1989547
83264,Q124112,116272,Q1989547
36847,Q6074163,94752,Q613485
82186,Q3082593,115660,Q220394
78682,Q191716,87857,Q107940
71816,Q574083,65261,Q3821396
83269,Q3158869,116281,Q3225484
14182,Q1045172,68334,Q5676742
14182,Q1045172,80940,Q2300266
14182,Q1045172,87264,Q49018
14182,Q1045172,86946,Q2301603
66070,Q315734,93583,Q1345583
66070,Q315734,90165,Q914133
66070,Q315734,79538,Q734950
25869,Q294992,95064,Q948633
25869,Q294992,83746,Q1972135
31073,Q3106623,95064,Q948633
31073,Q3106623,89150,Q3486843
78698,Q5236050,87911,Q2116797
78700,Q3035907,87911,Q2116797
34761,Q7504739,93093,Q96247601
29158,Q3438544,87168,Q1274510
33458,Q740758,92269,Q1139458
22886,Q2652721,86468,Q2162087
22886,Q2652721,80810,Q927048
22886,Q2652721,116160,Q2398526
22886,Q2652721,116070,Q2162087
22886,Q2652721,116329,Q2507312
22886,Q2652721,115971,Q347470
22975,Q1508856,116108,Q12139998
22975,Q1508856,80850,Q2565870
22776,Q22277550,80694,Q5211523
22776,Q22277550,81015,Q5245150
29115,Q3420691,90278,Q865580
29115,Q3420691,116123,Q3234838
29115,Q3420691,115974,Q3580090
35507,Q250627,93665,Q1702797
34298,Q5111868,92642,Q739754
69996,Q604362,89878,Q2721711
26555,Q458766,84647,Q239794
26555,Q458766,85184,Q609467
8551,Q96077420,95019,Q1757581
81124,Q24635079,95019,Q1757581
81125,Q24635089,95019,Q1757581
26143,Q21994172,84005,Q1961894
76438,Q968980,80808,Q7723514
31462,Q505831,89537,Q824784
71423,Q47284,87341,Q465009
71423,Q47284,93646,Q550581
71423,Q47284,87429,Q196004
78888,Q731760,88451,Q762649
23438,Q385055,84673,Q1215745
23438,Q385055,90436,Q1347783
23438,Q385055,85486,Q237134
23438,Q385055,83496,Q2343239
23438,Q385055,84563,Q193570
26625,Q939550,84673,Q1215745
26625,Q939550,86257,Q3376666
22913,Q44426,86636,Q688962
22913,Q44426,86467,Q571505
22913,Q44426,86469,Q473359
22913,Q44426,86463,Q25600
22913,Q44426,87470,Q473970
22913,Q44426,86464,Q689300
22913,Q44426,87452,Q699490
22913,Q44426,86639,Q570483
22913,Q44426,87499,Q1961750
22913,Q44426,80818,Q703188
78772,Q419454,95045,Q599095
78772,Q419454,88122,Q502908
81392,Q3177509,95606,Q5231436
53989,Q508871,93609,Q272608
53989,Q508871,115740,Q2363623
53989,Q508871,94228,Q2363623
53989,Q508871,107887,Q289204
31736,Q5496050,89828,Q4105875
25347,Q1393264,83189,Q27118282
81044,Q309932,94904,Q84220
61295,Q350666,94904,Q84220
34706,Q342853,95324,Q6690920
34706,Q342853,93052,Q555687
77937,Q441976,85397,Q2733456
77937,Q441976,85399,Q4760767
77937,Q441976,85398,Q2500228
34814,Q432961,93124,Q1546227
26128,Q803646,83990,Q2886770
77639,Q3482118,94238,Q4015678
77639,Q3482118,84538,Q1518218
31678,Q662257,94238,Q4015678
31678,Q662257,89738,Q675746
3539,Q12810038,81310,Q7743045
80847,Q22115175,94527,Q137800
28784,Q630845,94527,Q137800
28784,Q630845,86826,Q628589
27388,Q504461,85414,Q156309
64306,Q31637,93656,Q1194947
64306,Q31637,100498,Q1194947
64306,Q31637,100500,Q1194947
64306,Q31637,85485,Q2355570
78446,Q16015291,87229,Q8027911
82274,Q11095576,115749,Q21646179
51310,Q5212274,93319,Q3402990
51310,Q5212274,92361,Q750917
79780,Q934624,93319,Q3402990
79780,Q934624,92361,Q750917
80225,Q3403718,93319,Q3402990
37411,Q343888,95218,Q5026612
37411,Q343888,95219,Q7435316
37411,Q343888,95217,Q7747101
34803,Q55221,93117,Q1637967
25658,Q214694,83569,Q1502271
81344,Q3176703,95468,Q392662
79114,Q13455488,94606,Q1196918
79114,Q13455488,89354,Q1907380
79113,Q3361624,94606,Q1196918
79113,Q3361624,89354,Q1907380
80905,Q3022685,94606,Q1196918
65305,Q2005146,84658,Q1379585
65305,Q2005146,88584,Q1498122
65305,Q2005146,80788,Q676039
65305,Q2005146,85078,Q284362
65305,Q2005146,90443,Q1289882
30269,Q1157704,88193,Q683360
6156,Q346508,84526,Q1384594
6156,Q346508,98765,Q913311
6156,Q346508,88206,Q267672
18640,Q361514,87845,Q592072
18640,Q361514,84580,Q244929
18640,Q361514,87775,Q747936
23238,Q2982591,81004,Q1157757
23238,Q2982591,81037,Q3259052
26455,Q1255571,84628,Q784610
26455,Q1255571,84537,Q426196
26584,Q893766,84628,Q784610
28484,Q2134946,95081,Q1719141
28484,Q2134946,92790,Q1917949
28484,Q2134946,86428,Q643805
82975,Q3166635,116236,Q15990828
82975,Q3166635,116035,Q3500360
82975,Q3166635,116166,Q3424612
36549,Q3556007,94521,Q515251
27353,Q2067465,88438,Q176559
62484,Q1384550,93240,Q607524
62484,Q1384550,79556,Q3073101
52918,Q387412,87780,Q559893
52918,Q387412,85376,Q593772
81314,Q310394,95374,Q4409907
36834,Q1161658,95634,Q1332776
78416,Q5953799,87142,Q3288099
29748,Q532263,90416,Q300357
29748,Q532263,90396,Q300359
28121,Q504463,86078,Q1141186
24306,Q16830108,86078,Q1141186
28124,Q504463,86078,Q1141186
28124,Q504463,87958,Q1675338
35220,Q2602324,93474,Q774805
28571,Q374792,86498,Q2290980
26689,Q3017516,84789,Q4098509
11445,Q2829400,88376,Q1212252
11445,Q2829400,88381,Q1504568
11445,Q2829400,110610,Q1504568
31668,Q1386549,93885,Q591272
31668,Q1386549,89733,Q1426983
80527,Q6285469,93885,Q591272
30152,Q709076,94644,Q5216093
30152,Q709076,88122,Q502908
31607,Q934027,89657,Q1212912
79187,Q888311,89595,Q7203413
4883,Q531599,89595,Q7203413
4883,Q531599,88322,Q182944
4883,Q531599,92674,Q745973
4883,Q531599,94422,Q154581
79188,Q4706240,89595,Q7203413
35887,Q349339,90490,Q1533374
35887,Q349339,93966,Q2062140
83222,Q2093354,116205,Q3201704
77793,Q912200,89211,Q756920
77793,Q912200,91656,Q392806
78571,Q3177517,87544,Q559907
33868,Q22114874,92405,Q1225068
33869,Q1424757,92405,Q1225068
19591,Q719916,76218,Q748599
19591,Q719916,115710,Q748599
19591,Q719916,82478,Q748599
52080,Q731692,92863,Q1542340
52080,Q731692,92569,Q1691401
52080,Q731692,87874,Q372299
52080,Q731692,87540,Q1133316
52080,Q731692,88175,Q1313063
52080,Q731692,95333,Q1574222
51594,Q936000,95565,Q783486
51594,Q936000,91158,Q1888138
51594,Q936000,79926,Q650677
35063,Q3702003,93341,Q84064
35064,Q1010227,93341,Q84064
22284,Q25882901,91158,Q1888138
22284,Q25882901,79926,Q650677
32225,Q7340291,90496,Q7699600
79652,Q16190630,91870,Q2065014
79653,Q1070518,91870,Q2065014
23903,Q3127594,81651,Q3319820
49036,Q125892,95399,Q3794927
63148,Q259348,94482,Q2566558
63148,Q259348,86745,Q2716876
63148,Q259348,95080,Q369492
80387,Q232902,94237,Q1509291
80387,Q232902,93629,Q853646
80707,Q807672,94237,Q1509291
35090,Q953683,94237,Q1509291
35090,Q953683,93370,Q1523648
79349,Q1638261,90441,Q1824100
71802,Q62503,79566,Q2875
71802,Q62503,89559,Q1697043
71802,Q62503,81238,Q718917
71802,Q62503,85182,Q241876
71802,Q62503,88441,Q1262188
23489,Q457497,95588,Q2119500
23489,Q457497,81241,Q599466
23489,Q457497,88463,Q1620831
23489,Q457497,85460,Q262783
23489,Q457497,85351,Q466390
21715,Q110265386,81017,Q7729665
21715,Q110265386,79683,Q15039481
21715,Q110265386,84009,Q7756714
21715,Q110265386,80839,Q7731969
23048,Q3310868,80904,Q1056781
23048,Q3310868,116297,Q3240963
23048,Q3310868,88123,Q128982
31226,Q1691658,93487,Q1325034
31226,Q1691658,89298,Q1713546
79239,Q1508856,115856,Q115484
79239,Q1508856,89883,Q1451544
82955,Q453371,115856,Q115484
82955,Q453371,115869,Q1760101
80291,Q5077447,93467,Q532264
25291,Q315374,83145,Q818710
25291,Q315374,93236,Q1576364
25291,Q315374,85304,Q2534044
25291,Q315374,93365,Q3208919
27967,Q56756580,85951,Q3863256
27967,Q56756580,88977,Q3818486
27968,Q1008154,85951,Q3863256
27968,Q1008154,88977,Q3818486
83014,Q517725,115915,Q2044488
83014,Q517725,116191,Q744482
80648,Q25014,94105,Q496019
25563,Q1352043,83428,Q1196933
81168,Q749493,95085,Q3102024
81170,Q10303794,95085,Q3102024
32421,Q5295038,95085,Q3102024
32421,Q5295038,93098,Q3213723
32421,Q5295038,90688,Q3213723
32959,Q458696,95085,Q3102024
32959,Q458696,91477,Q1054036
76018,Q22102151,77579,Q5352076
22114,Q6537578,79668,Q4750061
22114,Q6537578,81000,Q4949894
32297,Q1031374,90553,Q726215
77446,Q41548,90486,Q2521211
75117,Q688336,70896,Q3382446
71826,Q59259,95474,Q216720
71826,Q59259,95350,Q208344
71826,Q59259,95181,Q194413
33195,Q541368,91934,Q74190856
33195,Q541368,115740,Q2363623
33195,Q541368,94228,Q2363623
28116,Q4720037,86074,Q7850753
36706,Q433979,94622,Q6507640
18034,Q309715,86824,Q617942
18034,Q309715,79350,Q494582
18034,Q309715,79567,Q302490
25216,Q2717537,83087,Q3107471
70745,Q104127,86968,Q1170907
70751,Q153527,86968,Q1170907
70751,Q153527,85306,Q2452327
78787,Q180272,88160,Q1091172
79372,Q2849447,94307,Q530812
79372,Q2849447,90512,Q2858977
31031,Q25100,94307,Q530812
31031,Q25100,90512,Q2858977
75050,Q61965469,73692,Q61965560
75050,Q61965469,70317,Q61965476
77662,Q59129,85011,Q1219013
77662,Q59129,84581,Q148204
38621,Q96321274,97886,Q5879376
78870,Q214642,88386,Q1877215
78870,Q214642,88770,Q2478977
78163,Q1906396,86059,Q1568884
51277,Q7175267,86059,Q1568884
78668,Q3557482,87830,Q2060364
80450,Q16944463,93723,Q5299794
35632,Q14949520,93723,Q5299794
15418,Q1711898,68233,Q2106401
78998,Q934964,95054,Q908983
23498,Q289054,81250,Q176660
23498,Q289054,94303,Q59503
23498,Q289054,95000,Q59531
60484,Q3276795,86878,Q2583655
60484,Q3276795,86104,Q3948410
29605,Q7421614,87570,Q1345409
22137,Q290962,84524,Q1199902
22137,Q290962,88503,Q373688
22137,Q290962,88463,Q1620831
22137,Q290962,94652,Q964771
22137,Q290962,86949,Q964771
22137,Q290962,88467,Q1198689
22137,Q290962,93380,Q3100955
19763,Q124474,90017,Q663341
19763,Q124474,91477,Q1054036
19763,Q124474,92869,Q683014
25267,Q3850417,86858,Q617117
25267,Q3850417,86943,Q1629607
25267,Q3850417,83124,Q1623002
28816,Q655416,86858,Q617117
28816,Q655416,90145,Q793074
80991,Q3498608,94845,Q51668
64750,Q707999,93709,Q325538
64750,Q707999,93703,Q2306504
78886,Q7693660,88447,Q1756492
35104,Q1073993,93374,Q1199128
35104,Q1073993,93747,Q5358747
